Call Number,Call # Formatted,Title,Title,Library,Author,Barcode,COPY,N/A,LOCATION,Loan,Edition,Year,Last Check-Out,Check-  Outs,Decision,Call Number 2,Field18,Title,Library 2,Barcode 2,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Date Created,Last Check-Out,Check-Outs
F869.V36 M67 1980,F869.V36M671980,Fantasy by the sea : a visual history of the American Venice / Tom Moran & Tom Sewell,Fantasy by the sea : a visual history of the …,AFA,"Moran, Tom",31275001188433,1,646141,BOOKSTACKS,4WK/SEMSTR,-,1980,11/6/2014,46,,F869.V36 M67 1980,F869.V36M671980,Fantasy by the sea : a visual history of the American Venice / Tom Moran & Tom Sewell,LEAVEY,31275000555228,,1,646141,BOOKSTACKS,4WK/SEMSTR,-,1980,9/25/1996,2/26/2013,47
E99.N3 D69,E99.N3D69,"The Navajo, by James F. Downs","The Navajo, by James F. Downs…",DOHENY,"Downs, James F",31275000299728,1,670805,BOOKSTACKS,4WK/SEMSTR,-,1972,11/16/2014,80,,E99.N3 D69,E99.N3D69,"The Navajo, by James F. Downs",LEAVEY,31275006052238,,1,670805,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,4/25/2011,47
E184.S75 C467 1997,E184.S75C4671997,"Challenging fronteras : structuring Latina and Latino lives in the U.S. : an anthology of readings / edited by Mary Romero, Pierrette Hondagneu-Sotelo, Vilma Ortiz",Challenging fronteras : structuring Latina an…,DOHENY,"Romero, Mary",31275046341625,1,1084793,BOOKSTACKS,4WK/SEMSTR,-,1997,11/17/2014,35,,E184.S75 C467 1997,E184.S75C4671997,"Challenging fronteras : structuring Latina and Latino lives in the U.S. : an anthology of readings / edited by Mary Romero, Pierrette Hondagneu-Sotelo, Vilma Ortiz",LEAVEY,31275028705946,,1,1084793,BOOKSTACKS,4WK/SEMSTR,-,1997,11/6/1997,12/8/2014,47
BP173.4 .E76,BP173.4.E76,Women in Muslim family law / John L. Esposito,Women in Muslim family law / John L. Esposito…,VKC,"Esposito, John L",31275002225622,1,456322,BOOKSTACKS,4WK/SEMSTR,1st ed.,1982,11/19/2014,116,,BP173.4 .E76,BP173.4.E76,Women in Muslim family law / John L. Esposito,LEAVEY,31275002227396,,1,456322,BOOKSTACKS,4WK/SEMSTR,1st ed.,1982,9/24/1996,8/27/2013,47
PN1995.9.D4 D47 1988,PN1995.9.D4D471988,The suspense thriller : films in the shadow of Alfred Hitchcock / Charles Derry,The suspense thriller : films in the shadow o…,DOHENY,"Derry, Charles, 1951-",31275019674010,1,658298,BOOKSTACKS,4WK/SEMSTR,-,1988,11/20/2014,52,,PN1995.9.D4 D47 1988,PN1995.9.D4D471988,The suspense thriller : films in the shadow of Alfred Hitchcock / Charles Derry,LEAVEY,31275026339136,,1,658298,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,11/24/2014,47
PS3570.A48 H86 1995,PS3570.A48H861995,The hundred secret senses / Amy Tan,The hundred secret senses / Amy Tan…,DOHENY,"Tan, Amy",31275039606810,1,676870,BOOKSTACKS,4WK/SEMSTR,-,1995,12/9/2014,42,,PS3570.A48 H86 1995,PS3570.A48H861995,The hundred secret senses / Amy Tan,LEAVEY,31275027335414,,1,676870,BOOKSTACKS,4WK/SEMSTR,-,1995,12/16/1996,9/30/2011,47
Z124 .E37 V.1,Z124.E37V.1,The printing press as an agent of change : communications and cultural transformations in early modern Europe / Elizabeth L. Eisenstein,The printing press as an agent of change : co…,DOHENY,"Eisenstein, Elizabeth L",31275000074535,3,640056,BOOKSTACKS,4WK/SEMSTR,-,1979,12/12/2014,55,,Z124 .E37 V.1,Z124.E37V.1,The printing press as an agent of change : communications and cultural transformations in early modern Europe / Elizabeth L. Eisenstein,LEAVEY,31275000859232,,3,640056,BOOKSTACKS,4WK/SEMSTR,-,1979,9/25/1996,5/22/2012,47
PS3562.O4886 T47 2000,PS3562.O4886T472000,This is our youth / Kenneth Lonergan,This is our youth / Kenneth Lonergan…,DOHENY,"Lonergan, Kenneth",31275035156513,1,1609977,BOOKSTACKS,4WK/SEMSTR,1st ed.,2000,2/9/2015,47,,PS3562.O4886 T47 2000,PS3562.O4886T472000,This is our youth / Kenneth Lonergan,LEAVEY,31275039716122,,1,1609977,BOOKSTACKS,4WK/SEMSTR,1st ed.,2000,11/22/2004,7/25/2013,47
BL60 .W433,BL60.W433,The sociology of religion. Translated by Ephraim Fischoff. Introd. by Talcott Parsons,The sociology of religion. Translated by Ephr…,GRANDDEPOS,"Weber, Max, 1864-1920",31275002587450,1,39060,BOOKSTACKS,4WK/SEMSTR,-,1963,,0,,BL60 .W433,BL60.W433,The sociology of religion. Translated by Ephraim Fischoff. Introd. by Talcott Parsons,LEAVEY,31275000560699,,1,39060,BOOKSTACKS,4WK/SEMSTR,-,1963,9/23/1996,4/30/2012,47
PJ3771.G5 E5 1984,PJ3771.G5E51984,"Gilgamesh : translated from the Sîn-leqi-unninnī version / John Gardner, John Maier, with the assistance of Richard A. Henshaw",Gilgamesh : translated from the Sîn-leqi-unni…,DOHENY,Gilgamesh. English,31275017463515,1,611105,BOOKSTACKS,4WK/SEMSTR,1st ed.,1984,,0,,PJ3771.G5 E5 1984,PJ3771.G5E51984,"Gilgamesh : translated from the Sîn-leqi-unninnī version / John Gardner, John Maier, with the assistance of Richard A. Henshaw",LEAVEY,31275016681802,,1,611105,BOOKSTACKS,4WK/SEMSTR,1st ed.,1984,9/25/1996,6/11/2014,47
E806 .D33,E806.D33,"Franklin D. Roosevelt and American foreign policy, 1932-1945 / Robert Dallek",Franklin D. Roosevelt and American foreign po…,GRANDDEPOS,"Dallek, Robert",31275001283291,1,640986,BOOKSTACKS,4WK/SEMSTR,-,1979,4/8/1996,18,,E806 .D33,E806.D33,"Franklin D. Roosevelt and American foreign policy, 1932-1945 / Robert Dallek",LEAVEY,31275001983627,,1,640986,BOOKSTACKS,4WK/SEMSTR,-,1979,9/25/1996,5/2/2014,46
E184.M5 M453,E184.M5M453,Dictionary of Mexican American history / Matt S. Meier and Feliciano Rivera,Dictionary of Mexican American history / Matt…,GRANDDEPOS,"Meier, Matt S",31275004496981,1,46979,BOOKSTACKS,4WK/SEMSTR,-,1981,12/12/1998,18,,E184.M5 M453,E184.M5M453,Dictionary of Mexican American history / Matt S. Meier and Feliciano Rivera,LEAVEY,31275002208677,,1,46979,BOOKSTACKS,4WK/SEMSTR,-,1981,9/23/1996,8/30/2013,46
PR2807 .K48 1982,PR2807.K481982,Hamlet's search for meaning / Walter N. King,Hamlet's search for meaning / Walter N. King…,DOHENY,"King, Walter N",31275002750645,1,649440,BOOKSTACKS,4WK/SEMSTR,-,1982,1/27/2005,44,,PR2807 .K48 1982,PR2807.K481982,Hamlet's search for meaning / Walter N. King,LEAVEY,31275006712765,,1,649440,BOOKSTACKS,4WK/SEMSTR,-,1982,9/25/1996,3/14/2012,46
HQ535 .M46 1988,HQ535.M461988,Domestic revolutions : a social history of American family life / Steven Mintz and Susan Kellogg,Domestic revolutions : a social history of Am…,GRANDDEPOS,"Mintz, Steven, 1953-",31275019157255,1,654932,BOOKSTACKS,4WK/SEMSTR,-,1988,1/4/2006,47,,HQ535 .M46 1988,HQ535.M461988,Domestic revolutions : a social history of American family life / Steven Mintz and Susan Kellogg,LEAVEY,31275019157909,,1,654932,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,1/18/2013,46
DF214 .F5 1983,DF214.F51983,The ancient Greeks : a critical history / John V.A. Fine,The ancient Greeks : a critical history / Joh…,DOHENY,"Fine, John V. A. (John Van Antwerp), 1903-",31275015252175,1,652103,BOOKSTACKS,4WK/SEMSTR,-,1983,2/27/2007,40,,DF214 .F5 1983,DF214.F51983,The ancient Greeks : a critical history / John V.A. Fine,LEAVEY,31275015017776,,1,652103,BOOKSTACKS,4WK/SEMSTR,-,1983,9/25/1996,4/13/2011,46
HQ1090 .M463 1992,HQ1090.M4631992,Men's friendships / edited by Peter M. Nardi,Men's friendships / edited by Peter M. Nardi…,DOHENY,"Nardi, Peter M",31275024034218,1,666702,BOOKSTACKS,4WK/SEMSTR,-,1992,4/8/2007,31,,HQ1090 .M463 1992,HQ1090.M4631992,Men's friendships / edited by Peter M. Nardi,LEAVEY,31275026428152,,1,666702,BOOKSTACKS,4WK/SEMSTR,-,1992,9/25/1996,12/16/2013,46
ND259.K33 T513 1993,ND259.K33T5131993,Frida Kahlo : an open life / Raquel Tibol ; translated by Elinor Randall,Frida Kahlo : an open life / Raquel Tibol ; t…,AFA,"Tibol, Raquel",31275024711898,1,988135,BOOKSTACKS,4WK/SEMSTR,-,1993,1/23/2008,44,,ND259.K33 T513 1993,ND259.K33T5131993,Frida Kahlo : an open life / Raquel Tibol ; translated by Elinor Randall,LEAVEY,31275026313966,,1,988135,BOOKSTACKS,4WK/SEMSTR,-,1993,1/1/1997,11/19/2014,46
HQ1090 .M463 1992,HQ1090.M4631992,Men's friendships / edited by Peter M. Nardi,Men's friendships / edited by Peter M. Nardi…,DOHENY,"Nardi, Peter M",31275036186246,1,666702,BOOKSTACKS,4WK/SEMSTR,-,1992,5/14/2008,4,,HQ1090 .M463 1992,HQ1090.M4631992,Men's friendships / edited by Peter M. Nardi,LEAVEY,31275026428152,,1,666702,BOOKSTACKS,4WK/SEMSTR,-,1992,9/25/1996,12/16/2013,46
P326 .A4 1994,P326.A41994,Words in the mind : an introduction to the mental lexicon / Jean Aitchison,Words in the mind : an introduction to the me…,DOHENY,"Aitchison, Jean, 1938-",31275026133240,1,366288,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,10/22/2008,46,,P326 .A4 1994,P326.A41994,Words in the mind : an introduction to the mental lexicon / Jean Aitchison,LEAVEY,31275027581645,,1,366288,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,12/16/1996,7/30/2012,46
PT8895 .B4413 1980,PT8895.B44131980,"Ibsen, the man and his work / by Edvard Beyer ; translated by Marie Wells","Ibsen, the man and his work / by Edvard Beyer…",DOHENY,"Beyer, Edvard, 1920-",31275017144131,1,614531,BOOKSTACKS,4WK/SEMSTR,-,1980,8/11/2009,45,,PT8895 .B4413 1980,PT8895.B44131980,"Ibsen, the man and his work / by Edvard Beyer ; translated by Marie Wells",LEAVEY,31275000815804,,1,614531,BOOKSTACKS,4WK/SEMSTR,-,1980,9/25/1996,9/5/2013,46
E860 .D38,E860.D38,Blind ambition : the White House years / by John W. Dean,Blind ambition : the White House years / by J…,DOHENY,"Dean, John W. (John Wesley), 1938-",31275000290511,2,635815,BOOKSTACKS,4WK/SEMSTR,-,1976,2/3/2010,22,,E860 .D38,E860.D38,Blind ambition : the White House years / by John W. Dean,LEAVEY,31275029554400,,2,635815,BOOKSTACKS,4WK/SEMSTR,-,1976,9/25/1996,12/18/2011,46
QP401 .D203 2003,QP401.D2032003,"Looking for Spinoza : joy, sorrow, and the feeling brain / Antonio Damasio","Looking for Spinoza : joy, sorrow, and the fe…",SCIENCE,"Damasio, Antonio R",31275037650141,1,2013051,BOOKSTACKS,4WK/SEMSTR,1st ed.,2003,5/12/2010,19,,QP401 .D203 2003,QP401.D2032003,"Looking for Spinoza : joy, sorrow, and the feeling brain / Antonio Damasio",LEAVEY,31275037388908,,1,2013051,BOOKSTACKS,4WK/SEMSTR,1st ed.,2003,7/10/2003,8/31/2014,46
D16.8 .C592 1993,D16.8.C5921993,The idea of history / R.G. Collingwood ; edited with an introduction by Jan van der Dussen,The idea of history / R.G. Collingwood ; edit…,PHILOSOPHY,"Collingwood, R. G. (Robin George), 1889-1943",31275021069928,1,669982,BOOKSTACKS,4WK/SEMSTR,"Rev. ed., with lectures 1926-1928.",1993,9/13/2010,14,,D16.8 .C592 1993,D16.8.C5921993,The idea of history / R.G. Collingwood ; edited with an introduction by Jan van der Dussen,LEAVEY,31275026357195,,1,669982,BOOKSTACKS,4WK/SEMSTR,"Rev. ed., with lectures 1926-1928.",1993,1/11/1997,9/12/2010,46
PS3557.U2 A6 1982,PS3557.U2A61982,Three exposures : plays / by John Guare ; [foreword by Louis Malle],Three exposures : plays / by John Guare ; [fo…,DOHENY,"Guare, John",31275016317381,1,597978,BOOKSTACKS,4WK/SEMSTR,1st ed.,1982,1/11/2011,65,,PS3557.U2 A6 1982,PS3557.U2A61982,Three exposures : plays / by John Guare ; [foreword by Louis Malle],LEAVEY,31275023217293,,1,597978,BOOKSTACKS,4WK/SEMSTR,1st ed.,1982,9/25/1996,5/10/2014,46
QA76.73.J38 L355 2000,QA76.73.J38L3552000,"Java : complete course in programming and problem solving / Kenneth A. Lambert, Martin Osborne",Java : complete course in programming and pro…,SCIENCE,"Lambert, Kenneth (Kenneth A.)",31275029611143,1,1558091,BOOKSTACKS,4WK/SEMSTR,-,2000,2/24/2012,54,,QA76.73.J38 L355 2000,QA76.73.J38L3552000,"Java : complete course in programming and problem solving / Kenneth A. Lambert, Martin Osborne",LEAVEY,31275029623619,,1,1558091,BOOKSTACKS,4WK/SEMSTR,-,2000,1/4/2000,3/23/2014,46
LC2781 .C58 1991,LC2781.C581991,"College in black and white : African American students in predominantly white and in historically Black public universities / Walter R. Allen, Edgar G. Epps, and Nesha Z. Haniff, editors",College in black and white : African American…,DOHENY,"Allen, Walter Recharde",31275023056758,1,102496,BOOKSTACKS,4WK/SEMSTR,-,1991,4/30/2012,52,,LC2781 .C58 1991,LC2781.C581991,"College in black and white : African American students in predominantly white and in historically Black public universities / Walter R. Allen, Edgar G. Epps, and Nesha Z. Haniff, editors",LEAVEY,31275026479403,,1,102496,BOOKSTACKS,4WK/SEMSTR,-,1991,9/23/1996,4/24/2013,46
DS194 .W34 1990,DS194.W341990,Armenia : the survival of a nation / Christopher J. Walker,Armenia : the survival of a nation / Christop…,GRANDDEPOS,"Walker, Christopher J., 1942-",31275022978903,1,479054,BOOKSTACKS,4WK/SEMSTR,Rev. 2nd ed.,1990,6/7/2012,35,,DS194 .W34 1990,DS194.W341990,Armenia : the survival of a nation / Christopher J. Walker,LEAVEY,31275026494261,,1,479054,BOOKSTACKS,4WK/SEMSTR,Rev. 2nd ed.,1990,9/24/1996,6/12/2011,46
HQ1765.5 .H35213,HQ1765.5.H35213,Women of Korea : a history from ancient times to 1945 / edited and translated by Yung-Chung Kim,Women of Korea : a history from ancient times…,DOHENY,"Kim, Yung-Chung",31275024355480,1,637687,BOOKSTACKS,4WK/SEMSTR,-,1976,11/26/2012,49,,HQ1765.5 .H35213,HQ1765.5.H35213,Women of Korea : a history from ancient times to 1945 / edited and translated by Yung-Chung Kim,LEAVEY,31275000572371,,1,637687,BOOKSTACKS,4WK/SEMSTR,-,1976,9/25/1996,2/6/2013,46
HF5805 .F69 1996,HF5805.F691996,Advertising and popular culture / Jib Fowles,Advertising and popular culture / Jib Fowles…,DOHENY,"Fowles, Jib",31275027958124,1,935946,BOOKSTACKS,4WK/SEMSTR,-,1996,1/2/2013,67,,HF5805 .F69 1996,HF5805.F691996,Advertising and popular culture / Jib Fowles,LEAVEY,31275027916411,,1,935946,BOOKSTACKS,4WK/SEMSTR,-,1996,12/8/1996,5/2/2014,46
PQ7797.B635 A2 1981,PQ7797.B635A21981,"Borges, a reader : a selection from the writings of Jorge Luis Borges / edited by Emir Rodriguez Monegal and Alastair Reid","Borges, a reader : a selection from the writi…",DOHENY,"Borges, Jorge Luis, 1899-1986",31275017341984,2,613197,BOOKSTACKS,4WK/SEMSTR,1st ed.,1981,2/8/2013,98,,PQ7797.B635 A2 1981,PQ7797.B635A21981,"Borges, a reader : a selection from the writings of Jorge Luis Borges / edited by Emir Rodriguez Monegal and Alastair Reid",LEAVEY,31275005901203,,2,613197,BOOKSTACKS,4WK/SEMSTR,1st ed.,1981,9/25/1996,10/17/2012,46
F869.V36 S7,F869.V36S7,"Venice of America, 1905-1930 : a history / by Jeffrey Stanton","Venice of America, 1905-1930 : a history / by…",AFA,"Stanton, Jeffrey",31275003866523,1,974976,BOOKSTACKS,4WK/SEMSTR,-,1980,9/12/2013,56,,F869.V36 S7,F869.V36S7,"Venice of America, 1905-1930 : a history / by Jeffrey Stanton",LEAVEY,31275001869222,,1,974976,BOOKSTACKS,4WK/SEMSTR,-,1980,1/1/1997,2/26/2013,46
D769.8.A6 H38 1993,D769.8.A6H381993,Righting a wrong : Japanese Americans and the passage of the Civil Liberties Act of 1988 / Leslie T. Hatamiya,Righting a wrong : Japanese Americans and the…,DOHENY,"Hatamiya, Leslie T., 1969-",31275025610974,1,670328,BOOKSTACKS,4WK/SEMSTR,-,1993,10/2/2013,38,,D769.8.A6 H38 1993,D769.8.A6H381993,Righting a wrong : Japanese Americans and the passage of the Civil Liberties Act of 1988 / Leslie T. Hatamiya,LEAVEY,31275026490400,,1,670328,BOOKSTACKS,4WK/SEMSTR,-,1993,9/25/1996,11/1/2010,46
ML3534 .C87 1987,ML3534.C871987,"Rock eras : interpretations of music and society, 1954-1984 / Jim Curtis",Rock eras : interpretations of music and soci…,MUSIC,"Curtis, James M., 1940-",31275019078386,1,882084,BOOKSTACKS,4WK/SEMSTR,-,1987,11/21/2013,65,,ML3534 .C87 1987,ML3534.C871987,"Rock eras : interpretations of music and society, 1954-1984 / Jim Curtis",LEAVEY,31275026485665,,1,882084,BOOKSTACKS,4WK/SEMSTR,-,1987,9/26/1996,12/7/2014,46
PS3568.O34879R46 2002,PS3568.O34879R462002,The Republic of East L.A. : stories / Luis J. Rodiguez,The Republic of East L.A. : stories / Luis J.…,DOHENY,"Rodriguez, Luis J., 1954-",31275036674563,1,1951311,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,12/2/2013,46,,PS3568.O34879R46 2002,PS3568.O34879R462002,The Republic of East L.A. : stories / Luis J. Rodiguez,LEAVEY,31275036672773,,1,1951311,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,5/8/2002,11/21/2013,46
HD2326 .W494 1996,HD2326.W4941996,The mechanisms of governance / Oliver E. Williamson,The mechanisms of governance / Oliver E. Will…,DOHENY,"Williamson, Oliver E",31275027326132,1,929458,BOOKSTACKS,4WK/SEMSTR,-,1996,12/8/2013,94,,HD2326 .W494 1996,HD2326.W4941996,The mechanisms of governance / Oliver E. Williamson,LEAVEY,31275027990838,,1,929458,BOOKSTACKS,4WK/SEMSTR,-,1996,12/8/1996,4/26/2011,46
BF698.2 .B47 1979,BF698.2.B471979,"Surviving, and other essays / Bruno Bettelheim","Surviving, and other essays / Bruno Bettelhei…",GRANDDEPOS,"Bettelheim, Bruno",31275025724957,1,44998,BOOKSTACKS,4WK/SEMSTR,1st ed.,1979,2/18/2014,12,,BF698.2 .B47 1979,BF698.2.B471979,"Surviving, and other essays / Bruno Bettelheim",LEAVEY,31275000688912,,1,44998,BOOKSTACKS,4WK/SEMSTR,1st ed.,1979,9/23/1996,11/7/2013,46
PN1999.W27W37 2001,PN1999.W27W372001,Understanding Disney : the manufacture of fantasy / Janet Wasko,Understanding Disney : the manufacture of fan…,DOHENY,"Wasko, Janet",31275053018132,1,1914788,BOOKSTACKS,4WK/SEMSTR,-,2001,4/6/2014,5,,PN1999.W27W37 2001,PN1999.W27W372001,Understanding Disney : the manufacture of fantasy / Janet Wasko,LEAVEY,31275034639329,,1,1914788,BOOKSTACKS,4WK/SEMSTR,-,2001,10/2/2001,4/19/2014,46
DS558 .L47 1991,DS558.L471991,The debate over Vietnam / David W. Levy,The debate over Vietnam / David W. Levy…,GRANDDEPOS,"Levy, David W., 1937-",31275023223366,1,481808,BOOKSTACKS,4WK/SEMSTR,-,1991,4/8/2014,24,,DS558 .L47 1991,DS558.L471991,The debate over Vietnam / David W. Levy,LEAVEY,31275026320870,,1,481808,BOOKSTACKS,4WK/SEMSTR,-,1991,9/24/1996,11/9/2014,46
HQ472.U6 K56 1996,HQ472.U6K561996,Bound and gagged : pornography and the politics of fantasy in America / Laura Kipnis,Bound and gagged : pornography and the politi…,DOHENY,"Kipnis, Laura",31275027954917,1,940336,BOOKSTACKS,4WK/SEMSTR,1st ed.,1996,4/24/2014,51,,HQ472.U6 K56 1996,HQ472.U6K561996,Bound and gagged : pornography and the politics of fantasy in America / Laura Kipnis,LEAVEY,31275027951681,,1,940336,BOOKSTACKS,4WK/SEMSTR,1st ed.,1996,12/8/1996,8/26/2012,46
PN1992.55 .F5,PN1992.55.F5,Reading television / [by] John Fiske and John Hartley,Reading television / [by] John Fiske and John…,DOHENY,"Fiske, John",31275001084954,1,613894,BOOKSTACKS,4WK/SEMSTR,-,1978,4/27/2014,70,,PN1992.55 .F5,PN1992.55.F5,Reading television / [by] John Fiske and John Hartley,LEAVEY,31275015942304,,1,613894,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,8/27/2012,46
JK1118 .W35 1991,JK1118.W351991,"Mobilizing interest groups in America : patrons, professions, and social movements / Jack L. Walker, Jr. ; prepared for publication by Joel D. Aberbach ... [et al.]",Mobilizing interest groups in America : patro…,VKC,"Walker, Jack L",31275023252332,1,484403,BOOKSTACKS,4WK/SEMSTR,-,1991,9/1/2014,63,,JK1118 .W35 1991,JK1118.W351991,"Mobilizing interest groups in America : patrons, professions, and social movements / Jack L. Walker, Jr. ; prepared for publication by Joel D. Aberbach ... [et al.]",LEAVEY,31275026396573,,1,484403,BOOKSTACKS,4WK/SEMSTR,-,1991,9/24/1996,7/2/2013,46
E841 .I87 2000,E841.I872000,"America divided : the Civil War of the 1960s / Maurice Isserman, Michael Kazin",America divided : the Civil War of the 1960s …,DOHENY,"Isserman, Maurice",31275029620730,1,1561534,BOOKSTACKS,4WK/SEMSTR,-,2000,9/3/2014,41,,E841 .I87 2000,E841.I872000,"America divided : the Civil War of the 1960s / Maurice Isserman, Michael Kazin",LEAVEY,31275029636827,,1,1561534,BOOKSTACKS,4WK/SEMSTR,-,2000,1/19/2000,12/3/2012,46
PR2965 .T39 1989,PR2965.T391989,"Reinventing Shakespeare : a cultural history, from the Restoration to the present / Gary Taylor","Reinventing Shakespeare : a cultural history,…",DOHENY,"Taylor, Gary, 1953-",31275023114128,1,659689,BOOKSTACKS,4WK/SEMSTR,1st ed.,1989,11/18/2014,34,,PR2965 .T39 1989,PR2965.T391989,"Reinventing Shakespeare : a cultural history, from the Restoration to the present / Gary Taylor",LEAVEY,31275019971531,,1,659689,BOOKSTACKS,4WK/SEMSTR,1st ed.,1989,9/25/1996,8/18/2013,46
JV6455.5 .A74 1994,JV6455.5.A741994,Arguing immigration : the debate over the changing face of America / edited by Nicolaus Mills ; with essays by Toni Morrison ... [et al.],Arguing immigration : the debate over the cha…,VKC,"Mills, Nicolaus",31275025487845,1,500562,BOOKSTACKS,4WK/SEMSTR,-,1994,3/22/1998,10,,JV6455.5 .A74 1994,JV6455.5.A741994,Arguing immigration : the debate over the changing face of America / edited by Nicolaus Mills ; with essays by Toni Morrison ... [et al.],LEAVEY,31275026510488,,1,500562,BOOKSTACKS,4WK/SEMSTR,-,1994,9/24/1996,3/19/2012,45
HN57 .W45,HN57.W45,The American myth of success; from Horatio Alger to Norman Vincent Peale,The American myth of success; from Horatio Al…,DOHENY,"Weiss, Richard",31275022641428,1,616106,BOOKSTACKS,4WK/SEMSTR,-,1969,2/2/2004,11,,HN57 .W45,HN57.W45,The American myth of success; from Horatio Alger to Norman Vincent Peale,LEAVEY,31275000564857,,1,616106,BOOKSTACKS,4WK/SEMSTR,-,1969,9/25/1996,3/1/2012,45
