Call Number,Call Number (Formatted),Title,Author,Barcode,Library,Home Location,Current Location,Year,Date Added,Last Check-Out,Check-Outs,,
T223.P2 B77 2000,T223.P2B772000,Popular patents : America's first inventions from the airplane to the zipper / Travis Brown,"Brown, Travis, 1926-",31275035586008,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,2/28/2001,3/4/2009,4,,
T21 .T4295 2004,T21.T42952004,Technology and the Afrian-American experience : needs and opportunities for study / edited by Bruce Sinclair,"Sinclair, Bruce",31275039403671,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/11/2004,1/14/2009,1,,
T20 .V36 2000,T20.V362000,Inventing the twentieth century : 100 inventions that shaped the world : from the airplane to the zipper / Stephen Van Dulken ; with an introduction by Andrew Phillips,"Van Dulken, Stephen, 1952-",31275035795666,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,1/17/2001,3/4/2009,6,,
T19 .F75 1994,T19.F751994,Zipper : an exploration in novelty / Robert Friedel,"Friedel, Robert",31275025954364,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,9/25/1996,3/4/2009,7,,
T176 .C597 1997,T176.C5971997,Technology fountainheads : the management challenge of R&D consortia / E. Raymond Corey,"Corey, E. Raymond",31275028381391,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,4/24/1997,Never,0,,
T174.7 .W55 2007,T174.7.W552007,"Nanotechnology demystified / Linda Williams, Wade Adams","Williams, Linda D",31275044909969,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,5/28/2008,10/2/2010,1,,
T174.7 .N375 1996,T174.7.N3751996,Nanotechnology : molecular speculations on global abundance / edited by B.C. Crandall,"Crandall, B. C",31275028373372,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,2/20/1997,8/23/2004,41,,
T174.7 .N3684 2009,T174.7.N36842009,"Nanotechnology / Jacqueline Langwith, book editor","Langwith, Jacqueline",31275043878132,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,6/22/2010,8/8/2011,4,,
T174.7 .M85 2002,T174.7.M852002,"Our molecular future : how nanotechnology, robotics, genetics, and artificial intelligence will transform our world / Douglas Mulhall","Mulhall, Douglas",31275036751841,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,8/23/2002,4/7/2010,18,,
T173.8 .K49 1996,T173.8.K491996,Key technologies for the 21st century,,31275027922047,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/8/1996,11/9/2001,6,,
T15 .W718 1987,T15.W7181987,The history of invention / Trevor I. Williams,"Williams, Trevor Illtyd",31275019682807,LEAVEY,BOOKSTACKS,BOOKSTACKS,1987,9/25/1996,4/30/2005,18,,
T14 .H57,T14.H57,History of technology,"Hall, A. Rupert (Alfred Rupert), 1920-2009",1014551-20001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1976,7/8/2013,Never,0,,
T14.5 .T35 2007,T14.5.T352007,Devices of the soul : battling for our selves in an age of machines / Steve Talbott,"Talbott, Steve",31275046419546,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,5/7/2009,8/10/2009,1,,
T14.5 .S6385 2003,T14.5.S63852003,"Society, ethics, and technology / Morton Winston, Ralph Edelbach [editors]","Edelbach, Ralph",31275039088969,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,5/12/2004,6/20/2011,7,,
T14.5 .S49 1992,T14.5.S491992,Shaping technology/building society : studies in sociotechnical change / edited by Wiebe E. Bijker and John Law,"Bijker, Wiebe E",31275024280415,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,3/11/2011,32,,
T14.5 .N6 1979,T14.5.N61979,"America by design : science, technology, and the rise of corporate capitalism / by David F. Noble","Noble, David F",31275023423867,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,5/12/2008,24,,
T14.5 .N6 1979,T14.5.N61979,"America by design : science, technology, and the rise of corporate capitalism / by David F. Noble","Noble, David F",31275023423875,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,11/5/2007,21,,
T14.5 .M484 2005,T14.5.M4842005,No time : stress and the crisis of modern life / Heather Menzies,"Menzies, Heather, 1949-",31275047065280,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,1/27/2010,10/2/2010,1,,
T14.5 .I36 2002,T14.5.I362002,Wondrous contrivances : technology at the threshold / by Merritt Ierley,"Ierley, Merritt",31275035730705,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,3/26/2002,Never,0,,
T14.5 .C95 2004,T14.5.C952004,Cyberculture : the key concepts / David Bell ... [et al.],"Bell, David (David John), 1965-",31275039409603,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/23/2004,3/10/2010,6,,
T11 .N675 2009,T11.N6752009,"Making sense : a student's guide to research and writing : engineering and the technical sciences / Margot Northey, Judi Jewinski","Northey, Margot, 1940-",31275047069613,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,2/3/2010,Never,0,,
T11 .B396 2009,T11.B3962009,"A guide to writing as an engineer / David F. Beer, David McMurrey","Beer, David F",31275046591344,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,12/7/2009,4/5/2010,1,,
SK601 .R285,SK601.R285,Campground and trailer park guide,Rand McNally and Co,1146110-1001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1971,12/7/1997,Never,0,,
SH441 .H18 2005,SH441.H182005,"Offshore fishing / [author, Jerold ""Buck"" Hall]","Hall, Jerold",31275044914985,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,5/12/2008,Never,0,,
SH327.7 .B47 1997,SH327.7.B471997,The plundered seas : can the world's fish be saved? / Michael Berrill ; foreword by David Suzuki,"Berrill, Michael",31275028513589,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,1/22/1998,1/24/2008,21,,
SF505 .D47 2008,SF505.D472008,Duck / Victoria de Rijke,"De Rijke, Victoria",31275046375078,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,3/24/2009,Never,0,,
SF459.S5 C66 1999,SF459.S5C661999,277 secrets your snake and lizard wants you to know : unusual and useful information for snake owners and snake lovers / Paulette Cooper,"Cooper, Paulette",31275029660041,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,7/7/1999,9/9/2009,9,,
SF446.5 .D65 1986,SF446.5.D651986,The Domestic cat : the biology of its behaviour / edited by Dennis C. Turner and Patrick Bateson,"Turner, Dennis C., 1948-",31275019695056,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/25/1996,2/21/2010,31,,
SF426 .C67 1999,SF426.C671999,277 secrets your dog wants you to know : a doggie bag of unusual and useful information / Paulette Cooper and Paul Noble,"Cooper, Paulette",31275012566502,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,11/24/1998,9/12/2006,11,,
SF414.7 .W46 2005x,SF414.7.W462005x,Who's buying for pets / by the New Strategist editors,"New Strategist Publications, Inc",31275041421612,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,7/19/2005,4/15/2008,2,,
SF196.U5 Y68 2002,SF196.U5Y682002,Cattle in the cold desert / James A. Young and B. Abbott Sparks,"Young, James A. (James Albert), 1937-",31275037285641,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,3/4/2003,9/29/2005,3,,
SF196.A42 F35 1998,SF196.A42F351998,"Cattle, deforestation, and development in the Amazon : an economic, agronomic, and environmental perspective / Merle D. Faminow","Faminow, Merle D",31275012524139,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,10/5/1998,10/21/2010,22,,
SF140.S62 C48 2004,SF140.S62C482004,Contemporary issues in animal agriculture / Peter R. Cheeke,"Cheeke, Peter R",31275038823002,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,3/2/2004,Never,0,,
SF140.L58 C63 1989,SF140.L58C631989,Old MacDonald's factory farm : the myth of the traditional farm and the shocking truth about animal suffering in today's agribusiness / C. David Coats ; foreword by Michael W. Fox,"Coats, C. David",31275021805735,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,10/9/2009,13,,
SD538 .C87 1999,SD538.C871999,Cut and run : illegal logging and timber trade in the tropics / edited by Rob Glastra,"Glastra, Rob",31275029684256,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/20/1999,11/8/2007,9,,
SD538.2.P4 M33 2005,SD538.2.P4M332005,"The agony of an American wilderness : loggers, environmentalists, and the struggle for control of a forgotten forest / Samuel A. MacDonald","Macdonald, Samuel A., 1972-",31275048623343,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,5/17/2010,Never,0,,
SD421 .P95 1995,SD421.P951995,World fire : the culture of fire on earth / Stephen J. Pyne,"Pyne, Stephen J., 1949-",31275027887562,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/16/1996,11/2/2006,14,,
SD421.32.W47 A76 2002,SD421.32.W47A762002,Flames in our forest : disaster or renewal? / Stephen F. Arno and Steven Allison-Bunnell,"Arno, Stephen F",31275037321222,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,11/8/2002,11/7/2005,10,,
SB475.83 .G56 2002,SB475.83.G562002,Mediterranean gardening : a waterwise approach / Heidi Gildemeister ; foreword by Christopher Brickell,"Gildemeister, Heidi",31275037374296,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,6/11/2003,6/24/2003,1,,
SB472.45.H69 2010,SB472.45.H692010,"So you want to be a garden designer : how to get started, grow, and thrive in the landscape design business / Love Albrecht Howard","Howard, Love Albrecht",31275053653714,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,1/13/2012,Never,0,,
SB466.U6 J45 1998,SB466.U6J451998,National geographic guide to America's public gardens : 300 of the best gardens to visit in the U.S. and Canada / by Mary Zuazua Jenkins,"Jenkins, Mary Zuazua",31275012520830,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,9/9/1998,9/9/2005,15,,
SB453.3.G7 E9 1979,SB453.3.G7E91979,Early English gardens and garden books / by Ellen C. Eyler,"Eyler, Ellen C",31275019859546,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,8/29/1991,5,,
SB447 .B74 1999x,SB447.B741999x,Flowerkeeping : the time-honored art of preserving flowers / written by Georgeanne Brennan ; photography by Kathryn Kleinman ; crafts by Teresa Retzlaff,"Brennan, Georgeanne",31275029684199,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/20/1999,11/21/2009,20,,
SB443.3 .S74 2007,SB443.3.S742007,"Flower confidential : [the good, the bad, and the beautiful] / Amy Stewart","Stewart, Amy",31275046447083,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,5/14/2009,Never,0,,
SB321 .M47 2000,SB321.M472000,The gardener's table : a guide to natural vegetable growing & cooking / Richard Merrill and Joe Ortiz,"Merrill, Richard, 1941-",31275035140715,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,5/26/2000,8/16/2005,12,,
S944 .V38 2007,S944.V382007,Conflicts over natural resources : a reference handbook / Jacqueline Vaughn,"Vaughn, Jacqueline",31275044088889,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,3/15/2007,4/5/2011,8,,
S928 .S36 2009,S928.S362009,"The Earth : natural resources and human intervention / Friedrich Schmidt-Bleek ; translated by Sandra Lustig ; Klaus Wiegandt, general editor","Schmidt-Bleek, F",31275046970803,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,2/25/2010,Never,0,,
S920 .C64,S920.C64,Conservation directory,National Wildlife Federation,955008-10001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1956,9/13/2004,Never,0,,
S589.7 .P69 2000,S589.7.P692000,"Ecological principles of agriculture / Laura E. Powers, Robert McSorley","Powers, Laura E",31275034487018,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,9/7/2000,10/29/2008,6,,
S589.7 .F36 2002,S589.7.F362002,The farm as natural habitat : reconnecting food systems with ecosystems / edited by Dana L. Jackson and Laura L. Jackson,"Jackson, Dana L",31275036781889,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,10/3/2002,1/21/2011,3,,
S494.5.G44 E54 2002,S494.5.G44E542002,Engineering the farm : ethical and social aspects of agricultural biotechnology / edited by Britt Bailey and Marc Lappé,"Bailey, Britt",31275037310555,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,11/20/2002,11/8/2010,15,,
S494.5.A65 J83 2002x,S494.5.A65J832002x,"Hands on food, water and finance : practical innovations for a sustainable world / compiled by Emma Judge","Judge, Emma",31275036732288,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,7/31/2002,8/24/2011,5,,
S441 .C45 2004,S441.C452004,Empty pastures : confined animals and the transformation of the rural landscape / Terence J. Centner,"Centner, Terence J",31275039431995,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,7/27/2004,10/29/2006,4,,
S21 .A35 1954,S21.A351954,"Yearbook of agriculture / United States, Department of Agriculture","Yearbook of agriculture (Washington, D.C. : 1926)",31275000696477,LEAVEY,BOOKSTACKS,BOOKSTACKS,1926,3/5/2004,Never,0,,
S21 .A35,S21.A35,"Yearbook of agriculture / United States, Department of Agriculture","Yearbook of agriculture (Washington, D.C. : 1926)",1009127-10001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1926,1/24/1997,Never,0,,
RZ999 .L24 1998,RZ999.L241998,Chocolate therapy : dare to discover your inner center! / Murray Langham,"Langham, Murray",31275029781805,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,10/11/1999,3/2/2006,8,,
RZ241 .C68 1999,RZ241.C681999,Chiropractic : a philosophy for alternative health care / Ian D. Coulter,"Coulter, Ian D., 1945-",31275035133645,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,2/8/2000,3/29/2008,8,,
RT87.P35 P32 1985,RT87.P35P321985,Pain,,31275017671315,LEAVEY,BOOKSTACKS,BOOKSTACKS,1985,9/25/1996,4/28/2003,5,,
RT50.5 .E54 2002,RT50.5.E542002,"Health care informatics : an interdisciplinary approach / Sheila P. Englebardt, Ramona Nelson","Englebardt, Sheila P",31275039892063,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,1/14/2005,Never,0,,
RS164 .S947 2000,RS164.S9472000,Nature's medicine : plants that heal / by Joel L. Swerdlow ; photographs by Lynn Johnson,"Swerdlow, Joel L",31275034440504,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,9/14/2000,5/9/2011,10,,
ROSS #2 (VIDEO),ROSS#2(VIDEO),A Writer's Reference,Hacker,1564076-1002,LEAVEY,BOOKSTACKS,BOOKSTACKS,0,10/5/2004,Never,0,,
RM931.A65 B43 1983,RM931.A65B431983,Between pets and people : the importance of animal companionship / Alan Beck and Aaron Katcher,"Beck, Alan M",31275015015333,LEAVEY,BOOKSTACKS,BOOKSTACKS,1983,9/25/1996,6/28/2001,24,,
RM735 .O29 2003,RM735.O292003,Willard & Spackman's occupational therapy,"Crepeau, Elizabeth Blesedell",31275037529360,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,7/20/2003,7/3/2010,32,,
RM666.H33 V36,RM666.H33V36,Green pharmacy : a history of herbal medicine / Barbara Griggs,"Van der Zee, Barbara",31275002219112,LEAVEY,BOOKSTACKS,BOOKSTACKS,1982,9/25/1996,11/25/2003,24,,
RM300 .U55,RM300.U55,United States pharmacopeia dispensing information : USP DI,United States Pharmacopeial Convention,2643534-1001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1980,12/23/2008,Never,0,,
RM267 .W24 1990,RM267.W241990,Miracle cure : the story of penicillin and the golden age of antibiotics / Milton Wainwright,"Wainwright, Milton",31275026334681,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,6/21/2010,12,,
RM237.75 .L56 1989,RM237.75.L561989,Low-cholesterol cuisine / Anne Lindsay,"Lindsay, Anne",31275021641429,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,7/29/2004,1,,
RM214 .T66 1998,RM214.T661998,"The gospel of germs : men, women, and the microbe in American life / Nancy Tomes","Tomes, Nancy, 1952-",31275012443389,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,7/28/1998,3/10/2005,8,,
RJ506.A9 F694 2008,RJ506.A9F6942008,Autism : a very short introduction / Uta Frith,"Frith, Uta",31275053266558,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,5/6/2014,Never,0,,
RG51 .S48 1990,RG51.S481990,"Women's bodies : a social history of women's encounter with health, ill-health, and medicine / Edward Shorter ; with a new introduction by the author","Shorter, Edward",31275026493073,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/25/1996,2/6/2004,28,,
RG133.5 .B35 2000,RG133.5.B352000,Sex in the future : the reproductive revolution and how it will change us / Robin Baker,"Baker, Robin, 1944-",31275034440512,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,9/14/2000,12/15/2010,14,,
RG121 .S637 1993,RG121.S6371993,Biology of women / Ethel Sloane,"Sloane, Ethel",31275027491019,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,12/8/1996,11/7/2009,26,,
RG121 .N59 1998x,RG121.N591998x,"Women's bodies, women's wisdom : creating physical and emotional health and healing / Christiane Northrup","Northrup, Christiane",31275012455912,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,8/3/1998,11/16/2011,39,,
RD27.35.S385 A3 2006,RD27.35.S385A32006,Cutting remarks : insights and recollections of a surgeon / Sidney M. Schwab,"Schwab, Sidney M., 1944-",31275041809576,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,8/29/2006,9/14/2011,3,,
RD129.5 .W45 2010,RD129.5.W452010,"Medical governance : values, expertise, and interests in organ transplantation / David L. Weimer","Weimer, David Leo",31275046459435,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,6/10/2010,Never,0,,
RD120.7 .K63 2002,RD120.7.K632002,"Scarce goods : justice, fairness, and organ transplantation / Tom Koch","Koch, Tom, 1949-",31275036694744,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,5/22/2002,4/17/2009,2,,
RD118 .K83 2006,RD118.K832006,Beauty junkies : inside our $15 billion obsession with cosmetic surgery / Alex Kuczynski,"Kuczynski, Alex",31275043927434,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,1/25/2007,10/11/2011,10,,
RC952.5 C34 2010,RC952.5C342010,Careers in focus. Geriatric care,Ferguson's careers in focus,31275053633021,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,3/6/2012,Never,0,,
RC925.7 .H574 2002,RC925.7.H5742002,"Daniels and Worthingham's muscle testing : techniques of manual examination / Helen J. Hislop, Jacqueline Montgomery","Hislop, Helen J",31275036283670,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,8/26/2002,Never,0,,
RC81 .C695 2005,RC81.C6952005,Dr. Golem : how to think about medicine / Harry Collins & Trevor Pinch,"Collins, H. M. (Harry M.), 1943-",31275044190826,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,8/30/2007,11/29/2007,4,,
RC630 .J64 2008,RC630.J642008,"Fluids and electrolytes demystified / Joyce Y. Johnson, with contributions by Edward Lyons, Bennita W. Vaughans","Johnson, Joyce Young",31275045630085,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,5/29/2008,Never,0,,
RC628 .B6528 2003b,RC628.B65282003b,Contemporary diagnosis and management of obesity and the metabolic syndrome / George A. Bray,"Bray, George A",31275043870287,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,2/12/2007,8/21/2011,7,,
RC591 .D47 1997,RC591.D471997,Breathless : an asthma journal / Louise DeSalvo,"DeSalvo, Louise A., 1942-",31275012220357,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,12/4/1997,4/7/2003,8,,
RC553 .A88 H68 1997,RC553.A88H681997,Autism : preparing for adulthood / Patricia Howlin,"Howlin, Patricia",31275028893908,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,7/7/1997,5/15/2011,22,,
RC553.A88 B47 2010,RC553.A88B472010,Autism spectrum disorders : a reference handbook / Raphael Bernier and Jennifer Gerdts,"Bernier, Raphael (Raphael A.)",31275050219089,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,10/11/2010,12/8/2010,1,,
RC552.S4 F38 1996,RC552.S4F381996,Bodies under siege : self-mutilation and body modification in culture and psychiatry / Armando R. Favazza,"Favazza, Armando R",31275028891670,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,5/7/1997,10/12/2010,26,,
RC552.P67 D434 1997,RC552.P67D4341997,"Shook over hell : post-traumatic stress, Vietnam, and the Civil War / Eric T. Dean, Jr","Dean, Eric T",31275028516145,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,12/3/1997,2/11/2011,18,,
RC552.O25 G54 2004,RC552.O25G542004,Fat boys : a slim book / Sander L. Gilman,"Gilman, Sander L",31275039448403,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,7/8/2004,5/12/2005,4,,
RC552.E18 L58 2008,RC552.E18L582008,Gaining : the truth about life after eating disorders / Aimee Liu,"Liu, Aimee",31275047019584,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,12/2/2009,4/21/2011,11,,
RC552.B84 M55 1988,RC552.B84M551988,My name is Caroline / Caroline Adams Miller,"Miller, Caroline Adams, 1961-",31275019157388,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/25/1996,4/19/2010,41,,
RC552.A5 R63 1992,RC552.A5R631992,Starving in the silences : an exploration of anorexia nervosa / Matra Robertson,"Robertson, Matra",31275027544973,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,12/16/1996,7/7/2010,33,,
RC552.A5 L58 1979,RC552.A5L581979,Solitaire : a narrative / by Aimee Liu,"Liu, Aimee",31275000859448,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,11/18/2010,50,,
RC552.A5 D43 2004,RC552.A5D432004,Body story / Julia K. De Pree,"De Pree, Julia Knowlton",31275039405213,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/11/2004,7/7/2010,2,,
RC552.A44 C37 1995,RC552.A44C371995,Constructing panic : the discourse of agoraphobia / Lisa Capps and Elinor Ochs,"Capps, Lisa",31275027587634,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/8/1996,9/26/2011,6,,
RC550 .S64 1993,RC550.S641993,Combat stress reaction : the enduring toll of war / Zahava Solomon,"Solomon, Zahava",31275027470542,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,12/16/1996,2/11/2011,8,,
RC535 .S45 1983,RC535.S451983,Women who marry houses : panic and protest in agoraphobia / Robert Seidenberg and Karen DeCrow,"Seidenberg, Robert",31275006778725,LEAVEY,BOOKSTACKS,BOOKSTACKS,1983,9/25/1996,2/11/2010,27,,
RC531 .F7413 1989,RC531.F74131989,"Inhibitions, symptoms, and anxiety / Sigmund Freud ; translated by Alix Strachey ; revised and edited by James Strachey ; with a biographical introduction by Peter Gay","Freud, Sigmund, 1856-1939",31275026306549,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,7/29/2004,3,,
RC530 .S5,RC530.S5,Neurotic styles. Foreword by Robert P. Knight,"Shapiro, David, 1926-",31275015559785,LEAVEY,BOOKSTACKS,BOOKSTACKS,1965,9/23/1996,3/19/2002,37,,
RC520 .F7313 2003,RC520.F73132003,"The Schreber case / Sigmund Freud ; translated by Andrew Webber, with an introduction by Colin McCabe","Freud, Sigmund, 1856-1939",31275042250168,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,9/1/2006,11/28/2011,5,,
RC514 .B47,RC514.B47,"Schizophrenia : symptoms, causes, treatments / Kayla F. Bernheim, Richard R. J. Lewine","Bernheim, Kayla F",31275021051744,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,9/27/2004,47,,
